millis,id,ax,ay,az,gx,gy,gz,mx,my,mz
2110,1,-0.147159,0.568295,10.224533,-0.289703,0.020464,0.065363,1.008477,36.845951,-2.119263
2110,2,-0.180658,0.120239,9.779467,0.034361,0.025809,-0.071166,6.489330,32.475883,-58.477054
2156,1,-0.204586,0.703490,10.063016,-0.258701,0.034361,0.006109,0.540777,36.655948,-2.133879
2156,2,-0.172283,0.096909,9.829716,0.035125,0.024282,-0.066584,6.474715,33.162818,-58.725517
2201,1,-0.697508,0.615554,9.909874,-2.439185,-0.000458,0.149204,0.760012,34.039752,-1.885414
2201,2,-0.169292,0.132203,9.765707,0.026420,0.026267,-0.067501,6.840106,32.797428,-58.506286
2247,1,-0.040080,2.451447,9.158529,-1.636661,-0.073304,-0.391870,0.277697,27.871967,-0.540777
2247,2,-0.164507,0.113061,9.785449,0.031460,0.025198,-0.070402,6.387022,33.118972,-57.819347
2293,1,-0.252443,2.295315,9.819546,-0.012675,0.037263,-0.031765,-0.058462,26.351943,-0.818474
2293,2,-0.151346,0.129212,9.789636,0.037415,0.021228,-0.071319,6.503946,32.461269,-58.287048
2340,1,-0.395414,2.163710,10.533205,-1.007928,-0.032070,-0.249997,-0.365390,26.512714,-0.087694
2340,2,-0.160319,0.068794,9.836894,0.001374,0.039401,-0.065821,7.073955,32.622039,-58.667057
2386,1,0.063410,3.590430,8.258230,1.389566,0.149509,0.317039,0.058462,22.157264,1.256942
2386,2,-0.161516,0.126820,9.808181,0.047953,0.018173,-0.075595,6.445484,32.358959,-58.287048
2432,1,-0.507278,1.718645,9.629915,3.044399,0.271682,0.248775,0.730780,29.625839,-2.265419
2432,2,-0.272184,0.154935,9.732807,0.078954,0.005192,-0.081856,7.132418,32.417423,-58.272434
2477,1,-0.145962,0.556929,10.154541,0.364839,0.048564,-0.100029,0.467700,36.509792,-3.536978
2477,2,-0.147757,0.120239,9.803395,0.040928,0.020159,-0.074831,6.635486,32.446651,-58.827827
2523,1,-0.150150,0.548555,10.021142,0.079871,0.042150,-0.033139,0.292312,37.547500,-2.192341
2523,2,-0.157926,0.123829,9.804592,0.039401,0.022144,-0.068570,6.255481,32.519729,-59.237064
2569,1,-0.186640,0.535992,10.046266,-0.180358,0.025045,0.042302,1.198480,37.225959,-2.543116
2569,2,-0.158525,0.098106,9.815958,0.038637,0.024435,-0.069333,6.913184,32.022800,-59.295528
2615,1,-0.113659,0.665803,10.730015,-2.023949,0.047953,0.148593,0.511546,34.916690,-2.470038
2615,2,-0.162114,0.108873,9.822538,0.033903,0.025809,-0.066584,6.927799,32.052032,-58.798599
2661,1,-0.249452,2.356930,9.586844,-2.330909,-0.120188,-0.550848,0.146156,26.658872,-0.482315
2661,2,-0.177667,0.090927,9.847064,0.027794,0.030543,-0.069639,6.430868,32.490501,-58.652442
2707,1,-0.049053,3.533601,8.691330,-0.999986,-0.040928,-0.260839,-0.438468,21.324174,1.169249
2707,2,-0.141177,0.138784,9.774681,0.038332,0.023213,-0.074984,6.913184,32.227416,-58.623207
2752,1,-0.199203,2.806781,9.580862,1.858710,0.200058,0.485791,0.380006,23.194971,0.438468
2752,2,-0.151346,0.132802,9.827322,0.044135,0.023518,-0.072082,6.796259,32.052032,-58.374744
2798,1,-0.463011,1.599004,9.692727,4.349055,0.276264,0.172111,1.096171,29.918151,-1.797720
2798,2,-0.154337,0.038285,9.933205,0.094837,0.037263,-0.080329,7.439345,32.315109,-58.257820
2844,1,-0.143569,0.443869,10.246068,0.331700,0.053909,-0.096822,0.643087,37.006725,-2.280035
2844,2,-0.167498,0.119641,9.789636,0.035736,0.026725,-0.070860,6.693949,32.212802,-57.673191
2890,1,-0.160917,0.488136,10.060026,0.035277,0.033598,-0.024129,1.169249,37.035953,-1.505408
2890,2,-0.156132,0.115454,9.786645,0.028253,0.025045,-0.071013,6.957030,32.505115,-58.433204
2937,1,-0.120239,0.447458,10.166507,-0.423024,0.015272,0.109956,0.599240,37.109031,-1.359252
2937,2,-0.144766,0.134596,9.781859,0.030238,0.024129,-0.065363,6.664718,32.622039,-57.600116
2982,1,-0.181855,1.000798,10.621740,-3.230103,0.016035,0.225715,0.701549,33.849750,-1.373867
2982,2,-0.248854,0.247059,9.659826,0.031307,0.028558,-0.064752,7.044723,32.958202,-58.667057
3028,1,-0.007777,3.206382,8.578868,-2.884047,-0.179747,-0.761443,-0.292312,23.224203,0.716165
3028,2,-0.123230,0.131605,9.813565,0.027489,0.028711,-0.071319,6.869336,32.665885,-58.681671
3074,1,-0.159123,3.336193,9.412767,0.225715,0.053756,0.042913,-0.584624,21.192634,2.396960
3074,2,-0.133998,0.144766,9.809975,0.035736,0.023518,-0.074220,6.883952,32.592807,-59.017829
3120,1,-0.323629,2.995814,9.805788,0.270155,0.060323,0.065821,0.116925,22.244956,1.622333
3120,2,-0.139980,0.138784,9.803993,0.041692,0.023824,-0.071319,6.416252,32.972816,-58.930133
3166,1,0.348754,2.317449,8.475976,5.003444,0.307723,0.175776,0.993861,28.734287,-0.657702
3166,2,-0.116650,-0.171087,9.743575,0.091324,0.002749,-0.039248,7.351652,32.475883,-59.748615
3211,1,-0.115454,0.617946,10.046266,0.199295,0.050549,-0.076358,0.906168,37.445190,-2.031570
3211,2,-0.170489,0.107677,9.817751,0.032529,0.025045,-0.071319,6.840106,32.592807,-58.550132
3257,1,-0.123829,0.533599,10.028320,-0.004429,0.037721,-0.009163,1.066940,37.591346,-1.914645
3257,2,-0.146560,0.125623,9.815359,0.034819,0.024740,-0.071624,6.971645,32.563579,-58.418590
3303,1,-0.087936,0.498904,10.110872,-0.110414,0.029932,0.026267,1.373867,37.328266,-2.046185
3303,2,-0.162712,0.110070,9.769895,0.035125,0.026420,-0.070402,7.147033,32.607425,-58.389358
3349,1,-0.430708,0.490529,11.231311,-3.996433,-0.087506,-0.151800,0.862321,33.893596,-1.826951
3349,2,-0.114855,0.053240,9.920044,0.026114,0.029780,-0.061850,7.000877,32.461269,-58.564746
3395,1,-0.121436,3.159722,9.190235,-2.060601,-0.108276,-0.533438,0.555393,22.931892,1.359252
3395,2,-0.155533,0.128614,9.793824,0.025198,0.029016,-0.071166,6.942414,32.519729,-58.520900
3441,1,-0.059222,3.735794,9.291331,-0.874606,0.047800,-0.306807,0.701549,18.781059,2.586963
3441,2,-0.147159,0.157926,9.777073,0.040623,0.027336,-0.075136,6.460100,32.724349,-58.287048
3486,1,0.047258,3.986443,8.816954,0.332922,0.065210,0.074373,0.613856,18.108739,2.835428
3486,2,-0.175872,0.153739,9.793824,0.042761,0.023060,-0.076205,6.387022,32.738964,-58.213973
3533,1,0.026919,2.184647,9.346964,5.003444,0.163406,0.589638,0.964630,28.251972,-0.876937
3533,2,-0.196810,0.275175,9.827322,0.119271,-0.014203,-0.084910,6.971645,32.475883,-57.921661
3579,1,-0.116052,0.681954,9.857234,0.252593,0.051007,-0.077274,1.607717,37.518268,-2.236188
3579,2,-0.175872,0.113659,9.826725,0.032223,0.023824,-0.071777,6.883952,32.285881,-58.330898
3625,1,-0.066999,0.533001,10.010972,0.073609,0.041233,-0.036652,1.403099,37.415962,-2.148495
3625,2,-0.156730,0.122632,9.800404,0.038026,0.021380,-0.069639,6.328559,32.183570,-57.307804
3670,1,-0.008973,0.426521,10.219746,-0.596510,-0.038637,0.176387,1.651564,37.123645,-2.338498
3670,2,-0.147757,0.094516,9.835698,0.031918,0.026725,-0.073762,7.278573,32.519729,-57.819347
3716,1,-0.063410,0.991227,10.167703,-1.803427,0.003665,0.117744,1.096171,34.551300,-2.776966
3716,2,-0.185444,0.169292,9.776475,0.037568,0.026573,-0.068875,6.810874,32.475883,-58.374744
3762,1,-0.255434,2.984448,8.749357,-5.004208,-0.371711,-1.375669,0.613856,22.303421,0.511546
3762,2,-0.486341,-1.434497,12.599408,0.078496,0.027642,-0.087506,6.343175,33.002044,-58.886291
3808,1,-0.359522,3.467200,9.131011,0.074984,0.038943,-0.009010,0.672318,20.213388,2.192341
3808,2,-0.147159,0.077767,9.985250,0.046426,0.023824,-0.076664,6.460100,32.914352,-57.702426
3854,1,-0.388235,2.053640,7.849655,5.003444,0.195782,0.548404,1.286174,25.431159,-0.248465
3854,2,-0.103490,0.189033,9.712468,0.116064,-0.009010,-0.075595,6.767027,32.738964,-58.579360
3900,1,0.240479,-0.081954,10.862816,-0.599106,-0.029474,0.205862,1.695411,38.570594,-2.586963
3900,2,-0.167498,0.117248,9.842278,0.038790,0.025045,-0.069333,6.781643,32.651271,-58.097045
3946,1,-0.105882,0.865005,9.855440,0.022449,0.038943,-0.015272,1.300789,35.632854,-2.148495
3946,2,-0.178864,0.139382,9.780663,0.038332,0.022449,-0.070097,7.015493,32.738964,-58.433204
3991,1,-0.065204,0.766900,10.029517,0.029780,0.042608,-0.018479,1.490792,36.202865,-1.841567
3991,2,-0.299701,0.186042,9.622737,0.035125,0.022755,-0.072693,7.059340,32.695117,-58.506286
4037,1,-0.048455,0.699901,9.934403,-0.119424,0.026420,0.030543,1.271558,36.729026,-1.914645
4037,2,-0.159721,0.111266,9.790833,0.034667,0.024893,-0.068570,6.679334,32.987430,-58.623207
4083,1,0.147757,1.176072,10.558929,-2.112372,-0.056810,-0.357509,1.388483,34.989768,-1.973107
4083,2,-0.165703,0.119641,9.779467,0.036041,0.025045,-0.065973,6.445484,32.885124,-58.272434
4130,1,0.019741,2.885146,8.815159,-3.008206,-0.141568,-0.696692,1.446945,25.694242,-1.110786
4130,2,-0.160319,0.141177,9.786645,0.016493,0.029322,-0.069028,6.723180,33.075122,-57.848583
4176,1,-0.122632,3.214159,9.487543,-0.422871,-0.031918,-0.068264,1.008477,21.207248,0.979246
4176,2,-0.147159,0.119641,9.803395,0.033292,0.023671,-0.071624,6.357790,32.388191,-58.973987
4221,1,-0.102293,3.516253,9.354741,0.120799,0.041844,-0.008247,0.248465,20.885705,2.090032
4221,2,-0.153739,0.154337,9.795021,0.041539,0.025504,-0.071013,6.255481,33.148200,-58.710903
4267,1,-0.132802,1.670190,9.253643,5.003444,0.336587,0.793667,1.183864,28.471206,-1.476176
4267,2,-0.160319,0.095713,9.855440,0.094531,-0.004123,-0.080176,7.468577,32.870502,-58.579360
4313,1,-0.012562,0.817747,10.079169,0.137445,0.041233,-0.028100,1.461561,36.012859,-2.470038
4313,2,-0.144168,0.118445,9.778868,0.075136,0.023671,-0.069028,6.986261,32.943580,-57.614730
4359,1,-0.056231,0.771685,10.014561,0.273362,0.049022,-0.047800,2.265419,36.159019,-2.192341
4359,2,-0.154935,0.117248,9.813565,0.046120,0.025351,-0.069639,6.547793,32.724349,-57.980121
4405,1,-0.026321,0.663410,10.034900,0.016188,0.034056,-0.010843,1.973107,36.860569,-2.747735
4405,2,-0.171685,0.114855,9.786645,0.032223,0.023824,-0.071013,6.489330,32.417423,-57.848583
4450,1,-0.031107,0.718445,9.982258,-0.082314,0.033903,-0.002138,1.841567,36.772872,-2.952353
4450,2,-0.172881,0.128614,9.788440,0.036805,0.026420,-0.069333,6.840106,33.016662,-58.403976
4496,1,-0.092722,0.451645,11.266606,-2.861445,-0.078191,-0.243888,1.636948,34.653610,-1.841567
4496,2,-0.175872,0.150748,9.869196,0.031001,0.024282,-0.065668,6.883952,32.885124,-58.111660
4542,1,0.184846,2.409572,9.735199,-1.700802,-0.158978,-0.262672,0.716165,22.215726,0.891552
4542,2,-0.155533,0.106481,9.820145,0.030849,0.019548,-0.071013,6.606256,33.352821,-57.907043
4588,1,-0.111266,3.187240,9.559328,-0.010843,0.035583,-0.023824,1.037708,21.821105,1.388483
4588,2,-0.157328,0.138784,9.799208,0.035888,0.025809,-0.072082,6.343175,32.885124,-57.395500
4634,1,-0.113659,3.306283,9.375080,0.086132,0.039554,-0.022297,-0.190003,20.856473,1.534639
4634,2,-0.175872,0.140578,9.796814,0.050091,0.024893,-0.073457,6.343175,32.753582,-58.023971
4680,1,-0.160319,1.810769,14.389241,5.003444,0.139583,0.345292,0.555393,26.761180,-1.213096
4680,2,-0.110070,0.147159,9.835698,0.125075,-0.020922,-0.088881,6.679334,32.315109,-57.863201
4725,1,-0.017946,0.785444,9.960125,0.113926,0.043677,-0.009316,1.344636,36.480560,-2.411576
4725,2,-0.166899,0.127418,9.799806,0.036194,0.025809,-0.069180,7.205495,32.432037,-57.819347
4772,1,-0.046062,0.759123,10.015160,0.088575,0.040317,-0.001069,1.490792,36.422096,-2.148495
4772,2,-0.169292,0.104088,9.792628,0.040928,0.023976,-0.069791,6.679334,31.949722,-57.614730
4818,1,-0.010169,0.724427,10.003793,-0.018479,0.035125,-0.012217,1.315405,36.495174,-3.142356
4818,2,-0.174078,0.098704,9.818949,0.030391,0.022449,-0.074220,6.796259,32.271266,-57.527042
4864,1,-0.007178,0.801596,9.969098,-0.091172,0.037874,-0.005651,1.914645,36.729026,-2.016954
4864,2,-0.169292,0.133998,9.772887,0.032987,0.022297,-0.069028,6.752411,32.052032,-58.740131
4910,1,-0.076570,0.741177,11.225927,-4.138001,-0.078954,0.020159,1.242327,33.878982,-2.338498
4910,2,-0.181256,-0.075374,10.094720,0.005498,0.040164,-0.057269,6.840106,33.148200,-58.988601
4956,1,0.069392,3.875774,8.245667,-1.003652,-0.161421,-0.216704,0.073078,21.455713,1.563870
4956,2,-0.155533,0.132203,9.783056,0.035736,0.023518,-0.069180,6.328559,32.665885,-57.980121
5001,1,-0.132802,3.401397,9.424731,0.079871,0.042608,-0.011912,0.248465,19.935691,1.666180
5001,2,-0.132203,0.139382,9.786046,0.038179,0.021838,-0.072540,6.606256,32.548961,-58.097045
5047,1,-0.125025,3.425326,9.414561,0.022144,0.039248,-0.020006,0.570009,20.330312,1.943876
5047,2,-0.128614,0.139980,9.789038,0.040775,0.025198,-0.072998,6.416252,32.388191,-58.345516
5093,1,-0.085543,3.059224,9.178270,2.930626,0.289703,0.727999,0.818474,22.230342,0.745396
5093,2,-0.165703,0.160917,9.820743,0.050549,0.019242,-0.075900,6.825489,32.271266,-58.433204
5139,1,-1.390230,0.777667,12.972689,5.003444,0.178525,-0.123242,1.183864,35.077461,-1.768489
5139,2,-0.163310,0.168096,9.697513,0.034056,0.022755,-0.070250,6.810874,32.344345,-58.213973
5184,1,-0.019143,0.751346,10.001400,0.105222,0.050702,-0.013286,1.403099,36.919029,-2.338498
5184,2,-0.172881,0.116052,9.818949,0.041081,0.021075,-0.072693,6.518562,32.315109,-58.798599
5230,1,-0.022732,0.664008,9.979267,0.116217,0.041692,-0.038637,1.622333,36.831336,-2.090032
5230,2,-0.151346,0.110668,9.826725,0.035125,0.022907,-0.071471,6.737796,32.826660,-57.717044
5276,1,-0.009571,0.655035,10.036695,-0.054062,0.032834,-0.006109,1.242327,36.889797,-1.870798
5276,2,-0.141177,0.123230,9.820145,0.033292,0.018479,-0.069944,6.211634,32.914352,-57.717044
5322,1,-0.019143,0.754935,10.084551,-0.245110,0.034819,0.025809,0.950015,36.582870,-2.353113
5322,2,-0.084347,0.145364,9.823137,0.029627,0.022755,-0.068722,6.883952,32.695117,-57.424728
5369,1,-1.542174,5.706284,9.002398,-4.995503,-0.167530,-0.353996,0.672318,29.333528,-0.657702
5369,2,-0.135194,0.156132,9.796216,-0.030085,0.054825,-0.059559,6.693949,33.016662,-57.307804
5415,1,-0.053839,3.267399,9.303295,-0.141568,0.003054,-0.047037,0.467700,22.054954,1.841567
5415,2,-0.156132,0.133998,9.818350,0.036957,0.023213,-0.071471,6.401637,33.002044,-57.863201
5460,1,-0.107079,3.242873,9.519248,-0.029627,0.039859,-0.029322,0.467700,21.484945,2.353113
5460,2,-0.165105,0.128614,9.810574,0.035736,0.028405,-0.069639,6.153172,33.089740,-57.746273
5506,1,-0.128016,3.303890,9.464811,0.064904,0.039859,-0.018326,0.672318,21.397253,1.695411
5506,2,-0.145962,0.133998,9.790234,0.043219,0.022755,-0.071166,6.401637,32.870502,-58.184741
5552,1,-0.151944,3.351746,9.004791,1.222494,0.141721,0.315970,0.745396,21.397253,1.783104
5552,2,-0.183051,0.128016,9.945170,0.042608,0.023213,-0.071471,6.313943,32.461269,-58.082431
5598,1,-0.425922,1.043271,9.399008,5.003444,0.306807,0.031918,0.891552,31.935108,-0.716165
5598,2,-0.187837,-0.306281,10.264611,0.067653,0.011912,-0.071929,6.577024,32.534347,-58.213973
5643,1,-0.002991,0.586242,10.033106,0.126144,0.048564,-0.031918,1.081555,37.255187,-1.520023
5643,2,-0.000598,0.123829,9.798609,0.038790,0.020922,-0.069639,7.000877,32.738964,-57.717044
5689,1,-0.010768,0.614955,10.012767,0.047189,0.039248,-0.013439,1.023093,37.196723,-2.470038
5689,2,-0.168096,0.129811,9.800404,0.031765,0.021991,-0.070402,6.869336,32.695117,-58.637828
5735,1,-0.043669,0.594616,9.985848,-0.027489,0.030849,-0.006872,0.599240,37.328266,-1.549255
5735,2,-0.153739,0.114855,9.771092,0.034208,0.023518,-0.070250,7.088570,32.622039,-58.243202
5781,1,-0.046062,0.646660,10.013365,-0.104153,0.036499,0.013134,0.950015,37.211341,-1.914645
5781,2,-0.155533,0.120838,9.811171,0.032681,0.028405,-0.068570,6.869336,32.665885,-58.023971
5827,1,0.008973,0.753739,10.406387,-1.027933,0.040164,0.098807,1.242327,36.305175,-2.002338
5827,2,-0.165703,0.099302,9.816555,0.034056,0.026725,-0.068417,6.518562,32.519729,-57.614730
5873,1,-2.958725,-1.724627,11.216356,-5.004208,-0.095142,-0.476017,0.891552,26.439636,-0.204619
5873,2,-0.248255,0.203390,9.436695,-0.021075,0.046578,-0.066890,6.372406,33.192050,-58.871673
5918,1,-0.098106,3.344568,9.427721,0.028863,0.039401,-0.019853,0.277697,21.558023,2.265419
5918,2,-0.154935,0.138186,9.803395,0.041081,0.021991,-0.069944,6.460100,32.841274,-58.857059
5965,1,-0.127418,3.272185,9.479167,0.025351,0.040775,-0.023671,0.219234,21.382637,2.075417
5965,2,-0.163908,0.148953,9.812369,0.038485,0.021991,-0.069791,6.591639,32.256652,-57.848583
6011,1,-0.138784,3.302693,9.498908,0.045509,0.038790,-0.009621,0.409237,21.017246,1.607717
