millis,id,ax,ay,az,gx,gy,gz,mx,my,mz
1886,1,-0.151944,0.326022,10.018151,0.023671,0.037110,-0.020464,-1.432330,38.132125,-5.963169
1886,2,-0.128016,0.342174,10.038490,0.029322,0.039554,-0.016952,-1.563870,38.351360,-6.036247
1931,1,-0.147757,0.327817,10.010972,0.024587,0.038332,-0.019242,-2.148495,37.664424,-5.086232
1931,2,-0.143569,0.326022,10.018151,0.020922,0.038943,-0.021838,-2.075417,38.102893,-5.787781
1977,1,-0.133998,0.315853,10.009178,0.021533,0.041081,-0.018021,-1.885414,38.088275,-5.656241
1977,2,-0.141775,0.348156,10.009178,0.023060,0.036346,-0.020159,-1.695411,37.752117,-5.992400
2023,1,-0.149551,0.321236,10.003195,0.021228,0.038790,-0.019090,-1.549255,38.292896,-6.650102
2023,2,-0.114257,0.344567,10.001400,0.024740,0.038790,-0.017562,-1.958492,37.985969,-5.612394
2069,1,-0.117847,0.327219,10.022338,0.022449,0.042150,-0.019395,-1.651564,38.132125,-5.612394
2069,2,-0.111266,0.336790,10.019945,0.022907,0.040317,-0.018021,-1.783104,38.088275,-5.583163
2115,1,-0.131007,0.337986,10.013963,0.025504,0.037568,-0.019242,-1.812336,37.795967,-6.343175
2115,2,-0.132203,0.315853,10.010972,0.019242,0.039706,-0.016646,-1.812336,37.971351,-5.846244
2162,1,-0.123230,0.299701,10.072588,0.026267,0.040623,-0.016493,-1.651564,37.927505,-6.489330
2162,2,-0.138784,0.345165,9.967303,0.023213,0.040012,-0.018021,-1.710026,38.059047,-6.620871
2208,1,-0.154337,0.335593,10.006785,0.020922,0.036194,-0.016952,-1.578486,38.175971,-6.065478
2208,2,-0.147757,0.330210,10.022936,0.025962,0.038485,-0.021380,-1.856182,38.029815,-5.904706
2254,1,-0.101695,0.349950,10.006785,0.025962,0.037874,-0.020922,-1.578486,37.722888,-6.094709
2254,2,-0.114257,0.340379,10.007383,0.023213,0.000611,-0.020922,-1.826951,38.117511,-5.875475
2300,1,-0.148355,0.313460,10.046266,0.025809,0.036957,-0.019090,-1.593101,37.869045,-6.401637
2300,2,-0.127418,0.334397,9.966705,0.021838,0.037568,-0.015730,-1.666180,38.161354,-6.255481
2346,1,-0.128614,0.345165,10.031910,0.020464,0.037568,-0.018937,-1.680795,38.219818,-7.190880
2346,2,-0.106481,0.382253,9.955938,0.021380,0.037263,-0.017715,-1.256942,38.146739,-6.620871
2392,1,-0.147757,0.354138,9.972687,0.020617,0.038637,-0.018326,-1.753873,38.029815,-6.825489
2392,2,-0.150150,0.339183,10.010374,0.027794,0.040317,-0.021686,-1.695411,38.044433,-6.489330
2437,1,-0.132203,0.348754,10.040284,0.027184,0.037721,-0.021991,-1.461561,37.971351,-6.197019
2437,2,-0.141177,0.327219,10.010972,0.022602,0.037110,-0.019853,-1.812336,38.117511,-6.372406
2483,1,-0.247059,0.605982,9.486346,-0.044593,0.038026,-0.008399,-1.636948,38.102893,-6.898568
2483,2,-0.571885,0.414557,9.817153,-0.069180,0.034056,-0.003360,-1.432330,37.839813,-6.693949
2529,1,-0.117847,0.161516,10.000803,0.062614,0.038943,-0.021533,-1.973107,37.825195,-6.430868
2529,2,-0.124427,0.454636,10.017552,0.057116,0.038637,-0.027336,-1.695411,38.249050,-6.503946
2575,1,-0.168694,0.327219,10.027723,0.031001,0.037415,-0.018784,-1.973107,38.205204,-6.328559
2575,2,-0.131007,0.287737,10.067802,-0.024740,0.041081,-0.013592,-1.987723,37.752117,-6.007015
2621,1,0.117248,0.485743,9.759127,-0.020617,0.037110,-0.012675,-1.432330,37.854427,-6.211634
2621,2,-0.066999,0.499502,9.626925,0.013744,0.037568,-0.024435,-1.812336,38.029815,-7.073955
2667,1,-0.146560,0.549751,9.821939,0.095295,0.037263,-0.030543,-1.753873,37.927505,-5.846244
2667,2,-0.145364,0.370888,10.102497,0.032987,0.035277,-0.021075,-2.119263,38.102893,-6.387022
2714,1,-0.132203,0.276969,10.152748,0.031612,0.077733,-0.021228,-1.856182,38.292896,-6.007015
2714,2,-0.117847,0.592224,9.552746,-0.035277,0.039401,-0.019395,-2.002338,38.161354,-6.167788
2760,1,-0.118445,0.356531,9.886546,-0.031918,0.034514,-0.008552,-2.046185,37.854427,-6.445484
2760,2,-0.241077,0.135793,10.035499,-0.061239,0.017562,-0.151495,-1.841567,37.985969,-6.503946
2806,1,-0.134596,0.428315,9.836297,0.148135,0.038485,-0.035736,-2.192341,37.927505,-6.050862
2806,2,-0.163310,0.273978,10.052249,0.138208,0.049327,0.023824,-1.534639,38.000583,-5.583163
2852,1,-0.125623,0.373879,10.051651,0.013897,0.040317,-0.014508,-1.651564,38.819061,-5.890091
2852,2,-0.001196,0.675374,9.310473,-0.090103,0.037110,-0.006872,-0.964630,38.424438,-6.313943
2898,1,-0.152542,0.264407,10.135997,-0.036194,0.037874,-0.010996,-1.651564,38.380588,-6.138556
2898,2,-0.187837,0.181855,10.012168,-0.185550,0.025351,-0.134085,-1.476176,37.839813,-5.846244
2944,1,-0.382253,0.244666,9.826127,-0.162490,0.141263,-0.270308,-1.958492,37.415962,-6.474715
2944,2,-0.114855,0.484547,10.260423,-0.167224,0.033445,-0.129503,-1.666180,37.708274,-5.393160
2991,1,-0.159123,0.409771,10.055838,-0.250607,0.039095,-0.032681,-1.958492,36.232097,-6.313943
2991,2,-0.117847,0.470788,10.040883,-0.239154,0.038637,-0.017562,-2.294651,36.495174,-6.007015
3037,1,-0.161516,0.618545,10.034302,-0.208305,0.033750,-0.023671,-2.250804,35.705932,-6.299327
3037,2,-0.156730,0.667598,10.014561,-0.121257,0.049938,-0.039095,-1.841567,36.027477,-6.255481
3083,1,-0.133998,0.752543,9.979267,-0.178678,0.061392,-0.017868,-2.338498,35.793624,-5.817012
3083,2,-0.143569,0.799801,10.016356,-0.156229,0.056200,-0.014355,-1.812336,35.428237,-6.197019
3129,1,-0.140578,0.775275,10.259826,-0.218232,0.067348,-0.007636,-2.236188,35.194389,-5.977784
3129,2,-0.135194,0.859023,10.113863,-0.132710,0.048411,-0.022907,-1.856182,34.931308,-6.401637
3175,1,-0.113061,0.946361,10.188639,-0.637743,0.046731,-0.017104,-2.484653,34.463607,-6.401637
3175,2,-0.131605,1.153341,9.754343,-0.645990,0.038637,-0.013744,-1.885414,33.659748,-5.714704
3221,1,-0.123230,1.176072,9.948760,0.038943,0.039401,-0.015424,-2.206957,32.826660,-5.393160
3221,2,-0.129811,1.191626,9.982857,0.029627,0.041081,-0.017104,-2.104648,33.031280,-5.846244
3267,1,-0.131007,1.156930,9.963714,0.029169,0.038026,-0.021380,-1.943876,32.651271,-5.627010
3267,2,-0.098704,1.174278,9.988839,0.022602,0.040164,-0.022449,-1.973107,32.972816,-5.378544
3314,1,-0.122632,1.264009,9.975678,-0.612698,0.036957,-0.022602,-1.446945,32.388191,-5.568547
3314,2,-0.119641,1.324427,9.987045,-0.390801,0.037721,-0.015272,-2.002338,31.935108,-5.466238
3360,1,-0.122034,1.442274,9.959527,-0.191201,0.038026,-0.015730,-1.607717,31.160480,-5.159310
3360,2,-0.127418,1.472184,9.686745,-0.065057,0.039706,-0.018479,-2.002338,30.912014,-5.217772
3406,1,-0.092124,1.461416,9.874582,0.037568,0.044288,-0.021380,-1.900029,31.204324,-5.817012
3406,2,-0.110668,1.465006,9.848859,0.012370,0.037415,-0.017715,-2.586963,30.634317,-5.422391
3452,1,-0.203988,1.521237,10.068998,-0.157909,0.032223,-0.037263,-2.090032,30.897399,-5.027770
3452,2,-0.108275,1.502094,9.844672,-0.171348,0.039554,-0.042761,-1.695411,30.254310,-5.305466
3498,1,-0.141775,1.514657,9.924831,-0.062461,0.040470,-0.020617,-2.250804,30.385852,-5.100848
3498,2,-0.114257,1.536192,10.044471,-0.096517,0.037110,-0.018631,-2.236188,30.093538,-5.451622
3544,1,-0.129212,1.566701,9.898509,0.020617,0.039095,-0.020159,-2.645425,29.874307,-5.597778
3544,2,-0.130409,1.569692,9.912268,0.018784,0.039401,-0.021533,-2.820812,30.049694,-4.954691
3590,1,-0.115454,1.567897,9.929018,0.023824,0.038026,-0.018326,-2.353113,29.888921,-4.472376
3590,2,-0.113659,1.564308,9.918848,0.016952,0.038332,-0.021380,-2.440807,29.947385,-5.451622
3636,1,-0.128016,1.587040,9.890733,-0.027947,0.038637,-0.023518,-2.104648,30.415081,-4.925460
3636,2,-0.116650,1.596611,9.914062,-0.035430,0.040623,-0.022449,-2.426191,29.801229,-5.071617
3682,1,-0.154935,1.569692,9.936795,-0.004581,0.038332,-0.037415,-2.309266,30.385852,-4.866998
3682,2,-0.123829,1.593022,9.929018,-0.063835,0.028711,-0.063530,-2.513885,30.707395,-4.969307
3728,1,-0.122632,1.647458,9.847064,-0.091630,0.035277,-0.036805,-2.543116,30.035078,-4.881614
3728,2,-0.110668,1.639682,9.913465,-0.049786,0.038790,-0.030849,-2.426191,30.356620,-4.706226
3774,1,-0.126221,1.686940,9.890134,-0.064141,0.035888,-0.026878,-2.192341,29.815843,-5.188541
3774,2,-0.133998,1.666601,9.899706,-0.061087,0.038026,-0.034361,-2.353113,29.391992,-5.188541
3820,1,-0.114855,1.699502,9.893725,-0.035736,0.032376,-0.047647,-2.221573,29.508914,-4.881614
3820,2,-0.099900,1.726421,9.885350,-0.024893,0.031154,-0.064752,-2.660041,29.713535,-5.349313
3867,1,-0.089731,1.759921,9.954740,-0.105527,0.044440,-0.036346,-2.513885,29.655071,-4.340836
3867,2,-0.125025,1.783251,9.884751,-0.183412,0.037721,-0.038637,-2.806197,29.728149,-4.238527
3913,1,-0.106481,1.788037,9.866207,-0.041844,0.036652,-0.024740,-3.113125,28.748903,-4.837767
3913,2,-0.132203,1.805385,9.914062,-0.035430,0.038790,-0.022449,-3.346974,29.055830,-4.413914
3959,1,-0.090329,1.932802,9.827921,-0.673326,0.032529,-0.078038,-3.069278,28.310436,-4.033908
3959,2,-0.119043,2.049453,9.664611,-0.454484,0.036041,-0.060934,-2.499269,27.959659,-4.063139
4005,1,-0.122034,2.054836,9.829117,-0.025809,0.035125,-0.021228,-2.455422,27.155801,-3.931599
4005,2,-0.123829,2.053042,9.829117,-0.012217,0.036041,-0.023213,-2.367729,27.345806,-3.960830
4051,1,-0.112463,2.069792,9.848260,-0.036041,0.037568,-0.024587,-2.484653,27.448114,-3.858521
4051,2,-0.105284,2.091925,9.826127,-0.049480,0.036957,-0.020617,-2.616194,27.565038,-3.741596
4097,1,-0.111864,2.081756,9.895519,-0.136834,0.038179,-0.032070,-2.484653,27.068107,-4.092370
4097,2,-0.117847,2.144567,9.893126,-0.282678,0.032529,-0.036346,-2.338498,26.790412,-3.522362
4143,1,-0.094516,2.268396,9.759726,-0.166155,0.034361,-0.040470,-2.850044,26.147327,-3.668518
4143,2,-0.102293,2.264209,9.795021,-0.143553,0.036041,-0.038332,-2.733119,25.855012,-3.420053
4189,1,-0.126820,2.323431,9.795021,-0.386678,0.035125,-0.042761,-2.586963,25.518856,-2.952353
4189,2,-0.113659,2.387439,9.831510,-0.498466,0.029474,-0.069639,-2.747735,25.328849,-2.806197
4235,1,-0.101695,2.562713,9.604790,-0.245568,0.032223,-0.047495,-2.776966,23.648056,-3.361590
4235,2,-0.115454,2.581258,9.656236,-0.128893,0.034208,-0.032987,-2.674657,24.013446,-2.367729
4281,1,-0.121436,2.559124,9.698111,-0.020159,0.032987,-0.024893,-2.981584,23.867290,-2.674657
4281,2,-0.105882,2.590829,9.693923,-0.017104,0.037415,-0.025504,-2.747735,23.706518,-2.148495
4327,1,-0.107677,2.635096,9.697513,-0.008858,0.036346,-0.025504,-2.484653,23.545745,-3.215434
4327,2,-0.121436,2.620141,9.681361,-0.003512,0.038943,-0.025656,-2.367729,23.516515,-2.981584
4373,1,-0.096909,2.617748,9.736994,-0.091630,0.036346,-0.041081,-2.426191,23.764982,-2.250804
4373,2,-0.105882,2.658426,9.691530,-0.138056,0.032834,-0.051771,-2.820812,23.282667,-2.660041
4419,1,-0.113659,2.672783,9.649058,-0.076358,0.034667,-0.036194,-2.747735,23.355743,-2.747735
4419,2,-0.122632,2.717050,9.527024,-0.046426,0.033139,-0.031918,-2.747735,23.209589,-2.557732
4466,1,-0.113659,2.709872,9.660424,0.010537,0.032223,-0.021991,-2.396960,22.961122,-2.499269
4466,2,-0.102293,2.727818,9.665210,0.010232,0.038790,-0.027489,-2.177726,22.829582,-2.703888
4512,1,-0.132203,2.718246,9.694521,-0.030543,0.031001,-0.034208,-2.820812,23.078046,-2.163110
4512,2,-0.143569,2.734398,9.726824,-0.082772,0.035736,-0.039248,-2.645425,23.004970,-2.206957
4558,1,-0.093320,2.866003,9.580265,-0.326660,0.025351,-0.083536,-2.762350,22.347267,-1.753873
4558,2,-0.100499,2.865405,9.574881,-0.242208,0.027184,-0.056658,-2.864659,22.259572,-2.323882
4604,1,-0.089133,2.944368,9.612567,-0.173028,0.029932,-0.038485,-2.835428,21.821105,-2.367729
4604,2,-0.124427,2.967100,9.530613,-0.151647,0.031001,-0.040164,-2.879275,21.002630,-1.958492
4650,1,-0.114257,2.987439,9.567702,-0.016341,0.036652,-0.029016,-2.864659,21.119556,-1.344636
4650,2,-0.100499,2.982653,9.604790,-0.002596,0.035277,-0.026878,-3.317743,21.061092,-2.309266
4696,1,-0.118445,2.980261,9.591630,0.002291,0.038637,-0.022907,-3.215434,21.134170,-2.411576
4696,2,-0.107079,3.019742,9.585050,-0.012217,0.038943,-0.023976,-2.966969,20.914937,-2.601578
4742,1,-0.112463,3.016752,9.583853,-0.034667,0.040623,-0.028711,-2.850044,21.499561,-2.630810
4742,2,-0.098106,3.020939,9.537792,-0.035430,0.036805,-0.028253,-2.791581,21.324174,-3.010816
4788,1,-0.136989,3.017948,9.571889,-0.006261,0.042913,-0.025809,-2.484653,21.236480,-2.104648
4788,2,-0.111266,3.040081,9.579667,-0.020006,0.041081,-0.030543,-3.156971,20.958784,-2.923122
4834,1,-0.132203,3.062813,9.549756,-0.061850,0.033139,-0.036194,-2.908506,21.002630,-1.344636
4834,2,-0.116052,3.071188,9.546765,-0.051771,0.032987,-0.037568,-2.864659,21.061092,-2.280035
4880,1,-0.114855,3.088536,9.577273,-0.001222,0.036499,-0.028253,-2.660041,20.695703,-2.850044
4880,2,-0.129212,3.077170,9.557532,-0.008705,0.039706,-0.028405,-2.338498,20.827243,-2.718503
4926,1,-0.111266,3.095715,9.537194,-0.042302,0.035125,-0.034819,-2.630810,20.783395,-1.812336
4926,2,-0.109472,3.110071,9.570095,-0.031612,0.039554,-0.032223,-2.893891,20.593395,-1.417714
4972,1,-0.117847,3.129812,9.576675,-0.020617,0.038179,-0.028863,-2.660041,20.330312,-2.586963
4972,2,-0.108873,3.118446,9.547363,-0.034667,0.036805,-0.029016,-2.879275,20.403390,-2.250804
5019,1,-0.112463,3.154339,9.533006,-0.058490,0.034972,-0.029627,-2.470038,20.695703,-2.850044
5019,2,-0.107079,3.161517,9.507283,-0.067959,0.035277,-0.027794,-2.703888,20.520315,-2.703888
5065,1,-0.101695,3.219543,9.505489,-0.071624,0.031154,-0.032376,-2.893891,19.818765,-2.133879
5065,2,-0.127418,3.221338,9.467802,-0.028405,0.035583,-0.030849,-2.353113,19.643379,-2.163110
5111,1,-0.126221,3.206382,9.497712,0.028863,0.039095,-0.026573,-2.396960,20.081848,-2.893891
5111,2,-0.107677,3.207579,9.527622,0.021838,0.035888,-0.025351,-2.060801,20.111078,-2.090032
5157,1,-0.115454,3.239284,9.495918,-0.003818,0.037415,-0.026114,-2.382344,19.862613,-2.148495
5157,2,-0.126820,3.225525,9.498310,-0.005040,0.038485,-0.025962,-1.958492,19.511838,-2.382344
5203,1,-0.124427,3.232105,9.524033,0.016646,0.040317,-0.024282,-2.323882,20.081848,-0.906168
5203,2,-0.102891,3.216552,9.513265,0.019853,0.038179,-0.022297,-2.426191,19.804151,-1.622333
5249,1,-0.112463,3.229712,9.498908,0.003818,0.040164,-0.022449,-2.192341,19.526454,-1.359252
5249,2,-0.105284,3.250051,9.495319,0.009316,0.040775,-0.026114,-2.075417,19.248758,-1.169249
5294,1,-0.110668,3.247060,9.515060,0.012217,0.075289,-0.025351,-2.411576,19.833381,-1.710026
5294,2,-0.108873,3.259024,9.493525,0.004734,0.040623,-0.025351,-2.952353,19.570301,-2.002338
5340,1,-0.126820,3.272185,9.480962,0.006261,0.036805,-0.027031,-1.987723,19.833381,-1.607717
5340,2,-0.132203,3.260221,9.518649,0.017104,0.036499,-0.021838,-2.265419,19.935691,-1.183864
5386,1,-0.101695,3.255435,9.500702,0.014355,0.038026,-0.024129,-2.864659,19.453376,-1.227711
5386,2,-0.119043,3.248855,9.507881,0.010537,0.037568,-0.023366,-3.025431,19.102602,-2.177726
5432,1,-0.116052,3.257828,9.516855,-0.071471,0.034819,-0.041386,-2.776966,19.555685,-1.578486
5432,2,-0.129212,3.299104,9.451650,-0.064904,0.032987,-0.040317,-2.674657,19.351066,-1.096171
5478,1,-0.109472,3.286542,9.450454,-0.007789,0.036652,-0.030696,-2.513885,19.219526,-1.534639
5478,2,-0.098106,3.305684,9.463614,0.009927,0.036805,-0.025809,-2.221573,19.204912,-1.081555
5524,1,-0.128614,3.293122,9.486346,0.025809,0.036957,-0.021228,-2.367729,18.883367,-1.680795
5524,2,-0.102891,3.296113,9.467802,0.021075,0.033903,-0.024282,-2.440807,19.292604,-1.300789
5570,1,-0.125025,3.308675,9.458827,0.018021,0.041692,-0.023060,-2.499269,19.087985,-2.221573
5570,2,-0.092722,3.303292,9.484552,0.016188,0.041081,-0.025351,-2.499269,18.985675,-2.119263
5617,1,-0.111266,3.302095,9.457632,0.023518,0.035583,-0.024893,-2.440807,19.117216,-1.154633
5617,2,-0.122632,3.291926,9.460024,0.023976,0.040470,-0.024435,-2.981584,18.634901,-1.724642
5663,1,-0.117248,3.314658,9.495918,0.022449,0.038637,-0.019700,-3.025431,18.927213,-1.052324
5663,2,-0.111266,3.327818,9.474980,0.017257,0.037874,-0.023976,-2.543116,18.971061,-1.841567
5709,1,-0.121436,3.300301,9.483355,0.016035,0.041539,-0.022144,-2.733119,19.000291,-1.856182
5709,2,-0.101695,3.306881,9.458230,0.011759,0.035888,-0.028100,-2.572347,19.044137,-0.672318
5755,1,-0.110070,3.311069,9.489337,0.017562,0.038026,-0.024587,-2.133879,19.277988,-1.841567
5755,2,-0.093918,3.294917,9.464212,0.017868,0.037110,-0.025962,-2.309266,19.467990,-1.943876
5801,1,-0.117847,3.313461,9.610773,0.017257,0.039859,-0.024587,-2.513885,19.307220,-1.037708
5801,2,-0.109472,3.323631,9.498908,0.019700,0.037568,-0.024435,-2.309266,19.029523,-1.695411
5847,1,-0.122034,3.338586,9.470792,0.023824,0.038790,-0.024282,-3.346974,19.219526,-0.453084
5847,2,-0.107677,3.345166,9.493525,0.021838,0.036805,-0.024740,-2.513885,19.029523,-1.213096
5893,1,-0.134596,3.318247,9.448061,0.020922,0.041997,-0.022907,-3.054662,18.649517,-0.774627
